ID,x,y,final_PM25,year,month
287903,121.5094089,25.2728785,17.983330201,2016,5
287904,121.5388381,25.2728785,18.141933798,2016,5
287905,121.5682672,25.2728785,18.182790933,2016,5
287906,121.5976963,25.2728785,18.160760369,2016,5
288816,121.4505507,25.24568191,17.587558268,2016,5
288817,121.4799798,25.24568191,17.663276615,2016,5
288818,121.5094089,25.24568191,17.834516696,2016,5
288819,121.5388381,25.24568191,17.933908877,2016,5
288820,121.5682672,25.24568191,18.083400255,2016,5
288821,121.5976963,25.24568191,18.163385389,2016,5
288822,121.6271254,25.24568191,18.11770528,2016,5
289731,121.4505507,25.21848531,17.332169878,2016,5
289732,121.4799798,25.21848531,17.434954403,2016,5
289733,121.5094089,25.21848531,17.750516507,2016,5
289734,121.5388381,25.21848531,17.901509612,2016,5
289735,121.5682672,25.21848531,13.1619403,2016,5
289736,121.5976963,25.21848531,18.037660936,2016,5
289737,121.6271254,25.21848531,18.194267321,2016,5
290645,121.4211216,25.19128872,17.047148061,2016,5
290646,121.4505507,25.19128872,16.933560339,2016,5
290647,121.4799798,25.19128872,17.236402437,2016,5
290648,121.5094089,25.19128872,13.1619403,2016,5
290649,121.5388381,25.19128872,13.1619403,2016,5
290650,121.5682672,25.19128872,17.865950854,2016,5
290651,121.5976963,25.19128872,17.810922765,2016,5
290652,121.6271254,25.19128872,17.984426143,2016,5
290653,121.6565545,25.19128872,18.076616154,2016,5
290654,121.6859836,25.19128872,18.158709905,2016,5
291559,121.3916925,25.16409213,17.395965205,2016,5
291560,121.4211216,25.16409213,17.042761096,2016,5
291561,121.4505507,25.16409213,16.7512254,2016,5
291562,121.4799798,25.16409213,16.801760929,2016,5
291563,121.5094089,25.16409213,13.1619403,2016,5
291564,121.5388381,25.16409213,13.1619403,2016,5
291565,121.5682672,25.16409213,13.1619403,2016,5
291566,121.5976963,25.16409213,13.1619403,2016,5
291567,121.6271254,25.16409213,17.803037157,2016,5
291568,121.6565545,25.16409213,18.02052891,2016,5
291569,121.6859836,25.16409213,18.213189816,2016,5
291570,121.7154127,25.16409213,18.634856018,2016,5
292474,121.3916925,25.13689554,17.605445679,2016,5
292475,121.4211216,25.13689554,17.076969436,2016,5
292476,121.4505507,25.13689554,16.712116602,2016,5
292477,121.4799798,25.13689554,16.36794424,2016,5
