ID,x,y,final_PM25,year,month
287903,121.5094089,25.2728785,11.824920979,2014,3
287904,121.5388381,25.2728785,11.916703246,2014,3
287905,121.5682672,25.2728785,11.931545568,2014,3
287906,121.5976963,25.2728785,11.849943246,2014,3
288816,121.4505507,25.24568191,11.541591272,2014,3
288817,121.4799798,25.24568191,11.345181662,2014,3
288818,121.5094089,25.24568191,11.261631007,2014,3
288819,121.5388381,25.24568191,11.315355371,2014,3
288820,121.5682672,25.24568191,11.644217774,2014,3
288821,121.5976963,25.24568191,11.916294065,2014,3
288822,121.6271254,25.24568191,11.918473345,2014,3
289731,121.4505507,25.21848531,11.191322879,2014,3
289732,121.4799798,25.21848531,10.689325317,2014,3
289733,121.5094089,25.21848531,10.287422966,2014,3
289734,121.5388381,25.21848531,10.298694276,2014,3
289735,121.5682672,25.21848531,16.240404,2014,3
289736,121.5976963,25.21848531,11.661582821,2014,3
289737,121.6271254,25.21848531,12.173755382,2014,3
290645,121.4211216,25.19128872,11.51525216,2014,3
290646,121.4505507,25.19128872,10.949300735,2014,3
290647,121.4799798,25.19128872,10.263997056,2014,3
290648,121.5094089,25.19128872,16.240404,2014,3
290649,121.5388381,25.19128872,16.240404,2014,3
290650,121.5682672,25.19128872,10.221245033,2014,3
290651,121.5976963,25.19128872,11.297695914,2014,3
290652,121.6271254,25.19128872,12.122213764,2014,3
290653,121.6565545,25.19128872,12.593172416,2014,3
290654,121.6859836,25.19128872,12.958991306,2014,3
291559,121.3916925,25.16409213,12.445727069,2014,3
291560,121.4211216,25.16409213,11.99533837,2014,3
291561,121.4505507,25.16409213,11.339772475,2014,3
291562,121.4799798,25.16409213,10.502121397,2014,3
291563,121.5094089,25.16409213,16.240404,2014,3
291564,121.5388381,25.16409213,16.240404,2014,3
291565,121.5682672,25.16409213,16.240404,2014,3
291566,121.5976963,25.16409213,16.240404,2014,3
291567,121.6271254,25.16409213,12.232649089,2014,3
291568,121.6565545,25.16409213,12.939929123,2014,3
291569,121.6859836,25.16409213,13.57394283,2014,3
291570,121.7154127,25.16409213,13.879235264,2014,3
292474,121.3916925,25.13689554,13.015462047,2014,3
292475,121.4211216,25.13689554,12.603070897,2014,3
292476,121.4505507,25.13689554,12.240808182,2014,3
292477,121.4799798,25.13689554,11.631314632,2014,3
292478,121.5094089,25.13689554,11.323816124,2014,3
292479,121.5388381,25.13689554,11.245922923,2014,3
292480,121.5682672,25.13689554,11.702031084,2014,3
292481,121.5976963,25.13689554,16.240404,2014,3
292482,121.6271254,25.13689554,12.751922436,2014,3
292483,121.6565545,25.13689554,13.337971163,2014,3
292484,121.6859836,25.13689554,14.09506381,2014,3
292485,121.7154127,25.13689554,15.004151281,2014,3
292486,121.7448418,25.13689554,16.004785972,2014,3
292487,121.7742709,25.13689554,16.072783103,2014,3
293383,121.2151179,25.10969895,13.244348253,2014,3
293384,121.244547,25.10969895,13.262754269,2014,3
293385,121.2739761,25.10969895,13.35747921,2014,3
293386,121.3034052,25.10969895,13.493610148,2014,3
293387,121.3328343,25.10969895,13.541672091,2014,3
293388,121.3622634,25.10969895,13.486485069,2014,3
293389,121.3916925,25.10969895,13.473088815,2014,3
293390,121.4211216,25.10969895,13.538053991,2014,3
293391,121.4505507,25.10969895,13.585383304,2014,3
293392,121.4799798,25.10969895,13.424954087,2014,3
293393,121.5094089,25.10969895,13.443679247,2014,3
293394,121.5388381,25.10969895,13.3080072,2014,3
293395,121.5682672,25.10969895,13.43188348,2014,3
293396,121.5976963,25.10969895,13.675246862,2014,3
293397,121.6271254,25.10969895,13.802749905,2014,3
293398,121.6565545,25.10969895,13.987111972,2014,3
293399,121.6859836,25.10969895,14.619962885,2014,3
293400,121.7154127,25.10969895,15.546419726,2014,3
