ID,x,y,final_PM25,year,month
287903,121.5094089,25.2728785,13.992968248,2006,1
287903,121.5094089,25.2728785,28.421814084,2006,2
287903,121.5094089,25.2728785,10.417703962,2006,3
287903,121.5094089,25.2728785,23.968814772,2006,4
287903,121.5094089,25.2728785,20.776623841,2006,5
287903,121.5094089,25.2728785,18.807998285,2006,6
287903,121.5094089,25.2728785,11.282650612,2006,7
287903,121.5094089,25.2728785,12.98220503,2006,8
287903,121.5094089,25.2728785,34.493833806,2006,9
287903,121.5094089,25.2728785,16.460118018,2006,10
287903,121.5094089,25.2728785,14.300842896,2006,11
287903,121.5094089,25.2728785,13.330689762,2006,12
287904,121.5388381,25.2728785,14.102692605,2006,1
287904,121.5388381,25.2728785,28.119054856,2006,2
287904,121.5388381,25.2728785,10.977539546,2006,3
287904,121.5388381,25.2728785,23.244416473,2006,4
287904,121.5388381,25.2728785,20.481270457,2006,5
287904,121.5388381,25.2728785,18.193556948,2006,6
287904,121.5388381,25.2728785,11.173354332,2006,7
287904,121.5388381,25.2728785,12.968718688,2006,8
287904,121.5388381,25.2728785,33.330967317,2006,9
287904,121.5388381,25.2728785,15.876707917,2006,10
287904,121.5388381,25.2728785,14.335718555,2006,11
287904,121.5388381,25.2728785,13.004681411,2006,12
287905,121.5682672,25.2728785,14.364820462,2006,1
287905,121.5682672,25.2728785,29.816927954,2006,2
287905,121.5682672,25.2728785,11.314824643,2006,3
287905,121.5682672,25.2728785,23.398926272,2006,4
287905,121.5682672,25.2728785,20.453398823,2006,5
287905,121.5682672,25.2728785,18.420435188,2006,6
287905,121.5682672,25.2728785,11.219580937,2006,7
287905,121.5682672,25.2728785,13.082986523,2006,8
287905,121.5682672,25.2728785,32.205008203,2006,9
287905,121.5682672,25.2728785,16.031974249,2006,10
287905,121.5682672,25.2728785,13.471134137,2006,11
287905,121.5682672,25.2728785,12.991636689,2006,12
287906,121.5976963,25.2728785,14.592235403,2006,1
287906,121.5976963,25.2728785,32.118854451,2006,2
287906,121.5976963,25.2728785,11.452737057,2006,3
287906,121.5976963,25.2728785,24.032467361,2006,4
287906,121.5976963,25.2728785,20.519853408,2006,5
287906,121.5976963,25.2728785,19.509526324,2006,6
287906,121.5976963,25.2728785,10.800667778,2006,7
287906,121.5976963,25.2728785,13.222984109,2006,8
287906,121.5976963,25.2728785,31.062319101,2006,9
287906,121.5976963,25.2728785,16.649792753,2006,10
287906,121.5976963,25.2728785,11.710644696,2006,11
287906,121.5976963,25.2728785,13.317129288,2006,12
288816,121.4505507,25.24568191,13.826206888,2006,1
288816,121.4505507,25.24568191,31.340079149,2006,2
288816,121.4505507,25.24568191,9.2910099446,2006,3
288816,121.4505507,25.24568191,27.767662191,2006,4
288816,121.4505507,25.24568191,21.900667866,2006,5
288816,121.4505507,25.24568191,21.050317457,2006,6
288816,121.4505507,25.24568191,11.872874256,2006,7
288816,121.4505507,25.24568191,13.691252108,2006,8
288816,121.4505507,25.24568191,36.492849016,2006,9
288816,121.4505507,25.24568191,18.771366501,2006,10
288816,121.4505507,25.24568191,13.820488468,2006,11
288816,121.4505507,25.24568191,14.696280705,2006,12
288817,121.4799798,25.24568191,13.836418057,2006,1
288817,121.4799798,25.24568191,26.960501525,2006,2
288817,121.4799798,25.24568191,9.7857256277,2006,3
288817,121.4799798,25.24568191,25.014991588,2006,4
288817,121.4799798,25.24568191,21.117808586,2006,5
288817,121.4799798,25.24568191,18.975819756,2006,6
288817,121.4799798,25.24568191,11.002145137,2006,7
288817,121.4799798,25.24568191,13.182700278,2006,8
288817,121.4799798,25.24568191,35.182483005,2006,9
288817,121.4799798,25.24568191,16.91233052,2006,10
288817,121.4799798,25.24568191,15.08675685,2006,11
288817,121.4799798,25.24568191,13.696190373,2006,12
288818,121.5094089,25.24568191,13.362556039,2006,1
288818,121.5094089,25.24568191,22.766895695,2006,2
288818,121.5094089,25.24568191,10.677182793,2006,3
288818,121.5094089,25.24568191,22.187000546,2006,4
288818,121.5094089,25.24568191,20.260891922,2006,5
288818,121.5094089,25.24568191,17.277546553,2006,6
288818,121.5094089,25.24568191,9.8878255297,2006,7
288818,121.5094089,25.24568191,12.976466747,2006,8
288818,121.5094089,25.24568191,34.079503314,2006,9
288818,121.5094089,25.24568191,15.045362254,2006,10
288818,121.5094089,25.24568191,16.385738202,2006,11
288818,121.5094089,25.24568191,12.919025591,2006,12
288819,121.5388381,25.24568191,13.245033046,2006,1
288819,121.5388381,25.24568191,21.878042884,2006,2
288819,121.5388381,25.24568191,11.326335476,2006,3
288819,121.5388381,25.24568191,21.034214791,2006,4
288819,121.5388381,25.24568191,19.69236531,2006,5
288819,121.5388381,25.24568191,16.364791165,2006,6
288819,121.5388381,25.24568191,9.639994195,2006,7
288819,121.5388381,25.24568191,12.996717793,2006,8
288819,121.5388381,25.24568191,33.036990408,2006,9
288819,121.5388381,25.24568191,14.219452357,2006,10
288819,121.5388381,25.24568191,17.098293534,2006,11
288819,121.5388381,25.24568191,12.516868927,2006,12
288820,121.5682672,25.24568191,13.792638443,2006,1
288820,121.5682672,25.24568191,25.413550494,2006,2
288820,121.5682672,25.24568191,11.620270945,2006,3
288820,121.5682672,25.24568191,22.246954902,2006,4
288820,121.5682672,25.24568191,19.787787031,2006,5
288820,121.5682672,25.24568191,16.647280306,2006,6
288820,121.5682672,25.24568191,10.448057965,2006,7
288820,121.5682672,25.24568191,13.409640231,2006,8
288820,121.5682672,25.24568191,32.143655961,2006,9
288820,121.5682672,25.24568191,14.96469623,2006,10
288820,121.5682672,25.24568191,16.277639585,2006,11
288820,121.5682672,25.24568191,12.512362301,2006,12
288821,121.5976963,25.24568191,14.175545737,2006,1
288821,121.5976963,25.24568191,30.396327162,2006,2
288821,121.5976963,25.24568191,11.787710485,2006,3
288821,121.5976963,25.24568191,24.231748664,2006,4
288821,121.5976963,25.24568191,20.040918596,2006,5
288821,121.5976963,25.24568191,18.579646078,2006,6
288821,121.5976963,25.24568191,10.86011884,2006,7
288821,121.5976963,25.24568191,13.932948781,2006,8
288821,121.5976963,25.24568191,31.264822176,2006,9
288821,121.5976963,25.24568191,16.423300582,2006,10
288821,121.5976963,25.24568191,12.931401063,2006,11
288821,121.5976963,25.24568191,12.926392174,2006,12
288822,121.6271254,25.24568191,13.876921519,2006,1
288822,121.6271254,25.24568191,33.550892978,2006,2
288822,121.6271254,25.24568191,11.892139673,2006,3
288822,121.6271254,25.24568191,25.639183901,2006,4
288822,121.6271254,25.24568191,19.847658978,2006,5
288822,121.6271254,25.24568191,21.112463833,2006,6
288822,121.6271254,25.24568191,9.6895665024,2006,7
288822,121.6271254,25.24568191,14.280122194,2006,8
288822,121.6271254,25.24568191,30.459904383,2006,9
288822,121.6271254,25.24568191,17.854517344,2006,10
288822,121.6271254,25.24568191,9.8544948715,2006,11
288822,121.6271254,25.24568191,13.84420837,2006,12
289731,121.4505507,25.21848531,13.957423129,2006,1
