ID,x,y,final_PM25,datetime
287903,121.5094089,25.2728785,9.2917088146,201301
287903,121.5094089,25.2728785,27.174050823,201302
287903,121.5094089,25.2728785,12.777540598,201303
287903,121.5094089,25.2728785,27.457879774,201304
287903,121.5094089,25.2728785,16.873034275,201305
287903,121.5094089,25.2728785,17.966397163,201306
287903,121.5094089,25.2728785,8.9659413305,201307
287903,121.5094089,25.2728785,14.517830738,201308
287903,121.5094089,25.2728785,23.540850896,201309
287903,121.5094089,25.2728785,20.544469698,201310
287903,121.5094089,25.2728785,21.796037616,201311
287903,121.5094089,25.2728785,18.257238254,201312
287904,121.5388381,25.2728785,9.3430248591,201301
287904,121.5388381,25.2728785,27.294158327,201302
287904,121.5388381,25.2728785,12.856587366,201303
287904,121.5388381,25.2728785,27.272701598,201304
287904,121.5388381,25.2728785,16.944150895,201305
287904,121.5388381,25.2728785,17.6842754,201306
287904,121.5388381,25.2728785,9.0672201037,201307
287904,121.5388381,25.2728785,14.612551543,201308
287904,121.5388381,25.2728785,23.643512317,201309
287904,121.5388381,25.2728785,20.09793403,201310
287904,121.5388381,25.2728785,21.819741446,201311
287904,121.5388381,25.2728785,17.847275622,201312
287905,121.5682672,25.2728785,9.6911460497,201301
287905,121.5682672,25.2728785,27.921246442,201302
287905,121.5682672,25.2728785,12.802013582,201303
287905,121.5682672,25.2728785,27.463817201,201304
287905,121.5682672,25.2728785,17.119809688,201305
287905,121.5682672,25.2728785,18.069321042,201306
287905,121.5682672,25.2728785,9.3635515848,201307
287905,121.5682672,25.2728785,14.906467981,201308
287905,121.5682672,25.2728785,23.772031657,201309
287905,121.5682672,25.2728785,20.227979542,201310
287905,121.5682672,25.2728785,23.29883817,201311
287905,121.5682672,25.2728785,17.975455141,201312
287906,121.5976963,25.2728785,10.295299171,201301
287906,121.5976963,25.2728785,28.553942836,201302
287906,121.5976963,25.2728785,12.607916219,201303
287906,121.5976963,25.2728785,27.964181387,201304
287906,121.5976963,25.2728785,17.355421713,201305
287906,121.5976963,25.2728785,19.149986079,201306
287906,121.5976963,25.2728785,9.6666102011,201307
287906,121.5976963,25.2728785,15.363866239,201308
287906,121.5976963,25.2728785,23.60158766,201309
287906,121.5976963,25.2728785,20.747649438,201310
287906,121.5976963,25.2728785,26.588460823,201311
287906,121.5976963,25.2728785,18.653519024,201312
288816,121.4505507,25.24568191,10.090919614,201301
288816,121.4505507,25.24568191,27.558182663,201302
288816,121.4505507,25.24568191,12.401943479,201303
288816,121.4505507,25.24568191,29.117912118,201304
288816,121.4505507,25.24568191,17.179493241,201305
288816,121.4505507,25.24568191,18.996660813,201306
288816,121.4505507,25.24568191,9.515976538,201307
288816,121.4505507,25.24568191,14.824259086,201308
288816,121.4505507,25.24568191,23.390474694,201309
288816,121.4505507,25.24568191,22.043295595,201310
288816,121.4505507,25.24568191,22.896148022,201311
