ID,x,y,final_PM25,datetime
287903,121.5094089,25.2728785,20.581978893,201202
287904,121.5388381,25.2728785,20.790450152,201202
287905,121.5682672,25.2728785,21.663585625,201202
287906,121.5976963,25.2728785,22.693785328,201202
288816,121.4505507,25.24568191,21.20313817,201202
288817,121.4799798,25.24568191,20.06261094,201202
288818,121.5094089,25.24568191,19.186785079,201202
288819,121.5388381,25.24568191,19.250019492,201202
288820,121.5682672,25.24568191,20.548337119,201202
288821,121.5976963,25.24568191,22.196317214,201202
288822,121.6271254,25.24568191,23.506283928,201202
289731,121.4505507,25.21848531,21.060851073,201202
289732,121.4799798,25.21848531,19.12971323,201202
289733,121.5094089,25.21848531,16.854283998,201202
289734,121.5388381,25.21848531,16.431482421,201202
289735,121.5682672,25.21848531,5.8885557,201202
289736,121.5976963,25.21848531,21.54433706,201202
289737,121.6271254,25.21848531,23.385072405,201202
290645,121.4211216,25.19128872,23.088224904,201202
290646,121.4505507,25.19128872,21.593343743,201202
290647,121.4799798,25.19128872,18.990698073,201202
290648,121.5094089,25.19128872,5.8885557,201202
290649,121.5388381,25.19128872,5.8885557,201202
290650,121.5682672,25.19128872,17.373675528,201202
290651,121.5976963,25.19128872,21.052233058,201202
290652,121.6271254,25.19128872,22.965897614,201202
290653,121.6565545,25.19128872,23.990699616,201202
290654,121.6859836,25.19128872,24.501682424,201202
291559,121.3916925,25.16409213,24.835054967,201202
291560,121.4211216,25.16409213,24.222994307,201202
291561,121.4505507,25.16409213,22.999106511,201202
291562,121.4799798,25.16409213,20.80798499,201202
291563,121.5094089,25.16409213,5.8885557,201202
291564,121.5388381,25.16409213,5.8885557,201202
291565,121.5682672,25.16409213,5.8885557,201202
291566,121.5976963,25.16409213,5.8885557,201202
291567,121.6271254,25.16409213,22.94776148,201202
291568,121.6565545,25.16409213,23.791451237,201202
291569,121.6859836,25.16409213,24.200756933,201202
291570,121.7154127,25.16409213,24.17031671,201202
292474,121.3916925,25.13689554,25.841381173,201202
292475,121.4211216,25.13689554,25.489167965,201202
292476,121.4505507,25.13689554,24.926408901,201202
292477,121.4799798,25.13689554,23.956302134,201202
292478,121.5094089,25.13689554,22.877999168,201202
292479,121.5388381,25.13689554,22.061243074,201202
292480,121.5682672,25.13689554,22.149721184,201202
